,Tweet,Username
258,"I look forward to being among my sisters and brothers of Maharashtra tomorrow, 14th June. I would be attending programmes in Pune and Mumbai. https://t.co/7FrNeA7auA",narendramodi
259,Transformative initiatives for all-round development of the Northeast. #8YearsOfPurvottarKalyan https://t.co/x4WY4dMIVG,narendramodi
260,"The last 8 years have seen unprecedented development in the Northeast. The focus is on infrastructure creation, ensuring better healthcare, education and popularising the rich cultures from the different states of the region. #8YearsOfPurvottarKalyan https://t.co/XLl6Vmfcm3",narendramodi
261,"???? ??? ?????? ??? ??? ?? ???????? ??? ?????? ?????????? ???? ??? ????, ????, ??????? ?? ?????? ???? ?? ????????? ?? ??? ??? ?? ?????? ?????? ???? ???? ???? ?? ????? ?? ???? ??? ????? ?? ??? ?? ???? ?????? ???? ??? ?????? ??? https://t.co/UESTuNPNbW",narendramodi
262,"?????? ?????? ???????? ????? ??????? ????? ??????? ?????????? ??? ??. ?????? ???????, CEOs, ???????, ???????? ???? ????? ????????? ???? ?????? ???? ????? ?????? ??? ?? ??? ?????? ????? ??? ????? ??? ?? ?? ???? ??? ??? ??. https://t.co/UESTuNybNm",narendramodi
263,"????? ??? ????? ????, ??? ?? ????? ???? '?? ??????? ???????? ???? ???? ??? ???????, ??????, ???????? ??? ???????? ???? ???? ?? ???-??? ?????? ?? ??? ?????? ??? '?? ??? ?? ????? ???? ?? ??? ?? ???? ??? ???? ?? ?? ?? ?? ?????? ?? ????? ??? ???? ???
https://t.co/UESTuNybNm",narendramodi
264,"?? ?????? ??????????? ???? ???? ?????????? ???????? . ??????? , ??????? ?? ? ? ?? , ???????????? , ????????? , ????? ??????? ?????? ???? ??????????? ?????????? ?????? ???????? ??????? ?????? ????????? ??????? ???????????????? .

https://t.co/UESTuNybNm",narendramodi
265,"????????, ???????, ????????????, ??????????? ?????????????????? ????????????? ????? ??????????? ????? ??????? ??? ??????????????? ??? ???? ?????? ????????? ?????????????????? ?????????????? ??????????.",narendramodi
266,"?????? ??????? ??????????, ??? ??????????? ????????? ??????? ??????????????. https://t.co/UESTuNPNbW",narendramodi
267,"????? ??? ???????????, ???? ??????? ?????? ??????? ???????? ???????????. ?????????, ????? ????? ??????????, ?????????? ????????,????????? ????? ??????? ???????????? ?????????? ????? ????????? ????????????? ?????? ????? ???????????? ????????? ???????????. https://t.co/UESTuNPNbW",narendramodi
268,"???? ???? ???? ???? ??????????? ?????? ?????????? ????? ?????? ????, ????’, ?????????? ??? ????????? ??? ????? ??????? ???????? ??????? ??????????? ????????? ??? ????? ??? ? ???????? ??????? ????? ????? ??? ?????? ?? ?????? https://t.co/UESTuNPNbW",narendramodi
269,"?? ????? ???? ???? ???? ?????? ?????? ???????? ???? ?????? ????, ????, ????????? ??? ??????? ?? ?????? ??????? ??????? ????? ??? ??????? ????????? ???? ???  ?? ?????? ??? ????? https://t.co/UESTuNPNbW",narendramodi
270,"???? ???? ???? ??????, ??????????? ?????? ??? ????? ?????????? ???? ????? ? ?????????,????,??????????, ?????????? ??? ??????? ????? ??? ?????? ????????? ????? ???? ??? ????? ???????? ???? ?????? ???????? ????? ?? ????????? ?? ?????? ???????? ? https://t.co/UESTuNPNbW",narendramodi
271,"?????? ???? ??????, ?????????? ?????? ???????? ???? ???. ????? ??????????? ???, ????, ?????????? ??????, ?????????, ??????? ????? ????????? ????? ??? ?????? ??????? ??? ????? ????, ?? ?? ???????. https://t.co/UESTuNPNbW",narendramodi
272,"???? ????? ??????????, ????? ?????????? ???? ????????????????. ??????, ???????, ???????????? ????? ???? ???????? ????? ????? ?????? ???? ?????????? ???????? ?????? ?????????????? ????? ?????? ??????????? ????????? ????? ?????????????????.  https://t.co/UESTuNPNbW",narendramodi
273,"In the last few years, Yoga has gained tremendous popularity globally. People from different walks of life including leaders, CEOs, sportspersons and actors regularly practice Yoga and talk about how it has helped them. https://t.co/UESTuNPNbW",narendramodi
274,Birthday greetings to Minister Shri @PiyushGoyal Ji. He is spearheading many initiatives to make India Aatmanirbhar and transform the vital textiles sector. May he be blessed with a long and healthy life.,narendramodi
275,Historic results in Karbi Anglong! I thank the people for their continuous faith in BJP and assure them that we will keep working for Assam’s progress. The efforts of BJP Karyakartas have been outstanding. Kudos to them. https://t.co/v7c0rXmHX6,narendramodi
276,Praying for the good health and speedy recovery of Shri Parkash Singh Badal Ji.,narendramodi
277,"??? ???? ????? '?, ????? ??????????? ??? ???? ???????? ??? ?? ?? ??? ??? ???? ????? ?? ??? ??? ???? ??????? ???? ?? ????? ????? ?? ????? ???? ???? ?? ?? ???? ??? ??…

https://t.co/UESTuNPNbW",narendramodi
278,"????? ??????? ???? ?????? ??? ??? ????? ????. ??? ???????? ?????? ????? ????? ??? ??????? ????????? ?????, ??? ???? ?????? ???. ?????? ???? ??? ????...

https://t.co/UESTuNPNbW",narendramodi
279,"????? ???????? ????? ????????????? ??? ???? ???? ?????? ??. ??? ?? ???? ??? ???? ???? ????? ????? ??? ????? ?????? ?????? ??? ?????? ???? ???? ???. ????? ???? ????? ??…. 

https://t.co/UESTuNPNbW",narendramodi
280,"????? ????? ????? ??????????? ??? ???? ???? ???? ? ??? ????????? ??? ???? ???? ??????? ??? ????? ??? ???????? ????? ??? ??????? ?????? ????? ? ???? ???? ???????? ?????...

https://t.co/UESTuNPNbW",narendramodi
281,"????? ?????????, ??????? ???? ??????? ????? ??????????????. ???? ??????? ???????????, ?????? ?????? ?????? ???????? ??? ??????? ?????????? ?????????? ???????????????????. ???????? ??… https://t.co/UESTuNPNbW",narendramodi
282,"????? ????? ?????????, ?????? ????????????? ??????????? ?????????. ??? ???????? ????????? ?????????? ????? ?????????????? ????? ??????? ?????????? ?????????? ???? ???? ??????????. ?????? ???? ?????? ??????... https://t.co/UESTuNPNbW",narendramodi
283,??????? ???? ?????? ??????????????? ??? ???? ?????? ????? ?? ????????? ??? ???? ???? ?????? ??? ????? ???????? ????? ??? ?????? ?????? ??????? ????? ?????????? ????... https://t.co/UESTuNPNbW,narendramodi
284,?????? ???????? ??????? ?????????? ???? ????????????? ????????????. ?????? ?? ??????? ???????? ???? ??????????? ???? ????????????? ??????????????? ???? ?? ??????? ????????????. ?????????? ????? ???????... https://t.co/UESTuNPNbW,narendramodi
285,????? ???? ?????????? ??????????? ??? ???? ???? ??? ???? ??? ??????? ????? ??? ???? ?????? ??? ??????????? ???????? ?????? ???? ???? ???? ?????? ?????? ?? ???????? ????… https://t.co/UESTuNPNbW,narendramodi
286,"???? ?????????? ???? ???????????? ???? ???? ?????????. ???? ???? ??????????? ??? ????????? ??????? ????????????? ???????????? ??? ????????? ?????????????????. ??????? ??????? ??????... 

https://t.co/UESTuNPNbW",narendramodi
287,"??? ?? ????? ??? ???????? ??? ?????????????? ??? ???? ????? ?????? ???? ????? ?? ?? ?? ??? ??? ???? ?? ?????? ???? ?? ??? ?? ???? ???????? ??? ????? ????? ???? ?? ????, ???? ??? ???…

https://t.co/UESTuNPNbW",narendramodi
288,"In the coming days, the world will mark International Day of Yoga. I urge you all to mark Yoga Day and make Yoga a part of your daily lives. The benefits are many… 

https://t.co/UESTuNPNbW",narendramodi
289,"??? ?? ???? ????? ???? ?????? ?? ????????? ?? ?? ???? ?? ?????? ??? ???? ??? ????? ???? ??? ??? ???-??? ???? ????? ??? ?? ?????? ???? ?? ?? IIT ?? IIM ?? ???????, ?? ???????-???? ?? ????????? ?? ???? ???? ?????? ?????? ??, ?? ???? ??? ?????? ?? ??? ?? ????? ??? ?? ?? ??? https://t.co/aYj6VM6GfC",narendramodi
290,"Our 8 years in government have been about enabling the youth to achieve their dreams and fulfil their potential. Have a look at this thread…. 
#8SaalYuvaShaktiKeNaam https://t.co/TaVAVp43oS",narendramodi
291,"India’s Yuva Shakti is our greatest strength. Our youth is excelling in different sectors and contributing to national progress. 

These set of articles encapsulate some of the main efforts for youth development. #8SaalYuvaShaktiKeNaam https://t.co/BaodXmHAXQ",narendramodi
292,Birthday wishes to Union Minister Shri @nstomar Ji. He is playing a vital role in transforming India’s agriculture sector and furthering welfare of farmers. May God bless him with a long life.,narendramodi
293,"Proud of @AvaniLekhara for winning another Gold at #Chateauroux2022. 
Her determination to scale new heights is remarkable. I congratulate her on this feat and wish her the very best for the future. https://t.co/Oetj5Gj8SO",narendramodi
294,Sharing highlights from my Gujarat visit yesterday… https://t.co/6E7GfZvKPp,narendramodi
295,Extensive reforms for widespread prosperity and encouraging entrepreneurship. #8YearsOfReforms https://t.co/tHDOBbhSKT,narendramodi
296,"Guided by the principle of ‘Reform, Perform and Transform’ the Government of India has brought in several reforms which have furthered ‘Ease of Doing Business.’ At the same time, many outdated laws which slowed growth have been removed. #8YearsOfReforms https://t.co/euYAxCeVdg",narendramodi
297,"Unlocking India's potential in space sector! Speaking at inauguration of IN-SPACe headquarters in Bopal, Ahmedabad. https://t.co/4PyxyIMh6I",narendramodi
298,"???? 8 ?????? ??? ??? ?? ????? ?????? ?? ????? ????? ?? ??? ???? ?? ????????? ?????? ?? ?? ???? ??? ????? ????? ??? ??? ?? ?? ???? ?? ????? ????? ?? ? ????? ?????? ?? ????? ?? ???, ????? ???? ?? ???? ?? ?? ?? ?? ??? https://t.co/1raFCvFtYA",narendramodi
299,????? ????? ?? ?????? ?? ??????? ?? ????????? ?? ???? ?? ???????? ?????????? ?? ??? https://t.co/a5TYez1DmN,narendramodi
300,???? 8 ????? ??? ???? ????? ?? ???? ?? ?????????? ?? ??????? ?? ????? ?? ????? ??? https://t.co/joMC2tNTsu,narendramodi
301,Speaking at a public function in Navsari. https://t.co/U3PJkVWlpZ,narendramodi
302,??? ???? ??? ??????? ???????? ???? ???????? ?? ?? ???????? ?? ?????? ??? ??? ??? ???? ???? ??????? ??? ??? ?? ??? ?? ??????? ????? ??? ????? ?????? ???? ????????? ??? ????? ??? ?? ?????!,narendramodi
303,India is leading the way in using technology and innovations for governance and serving the poor. In the last 8 years we have transformed every sector of the economy for the better. Read about some of the major reforms and interventions here. #8YearsOfTechPoweredIndia https://t.co/acWOQgRYeY,narendramodi
304,"Technology means greater transparency. 

Technology means enhanced ‘Ease of Living.’

The numerous strides in technology in the last 8 years will make you glad. #8YearsOfTechPoweredIndia https://t.co/YejygtTFub",narendramodi
305,"At Gujarat Gaurav Abhiyan, various initiatives are being launched which will improve water supply and enhance ease of living. https://t.co/YadULypTeo",narendramodi
306,"Interacted with a delegation of students from Nagaland. 

https://t.co/E9C1ZJGvG9 https://t.co/peZLJ5xWlt",narendramodi
307,"At a programme in Ahmedabad, will inaugurate the HQ of Indian National Space Promotion and Authorisation Centre (IN-SPACe), which will play an anchoring role in transforming the space sector of India.",narendramodi
308,"In Navsari, I will also inaugurate the AM Naik Healthcare Complex, Nirali Multi Speciality Hospital and Kharel education complex. 

All the projects in Navsari will bring multiple benefits to the people of southern Gujarat.",narendramodi
309,"I will be visiting Gujarat tomorrow, 10th June. I look forward to programmes in Navsari and Ahmedabad. Upon reaching Gujarat, I will attend the Gujarat Gaurav Abhiyan. Various development works will be inaugurated. Many of them are linked to water supply. https://t.co/5ppdraIQDs",narendramodi
310,Comprehensive information about the work to empower India’s Nari Shakti. #8YearsOfWomenEmpowerment https://t.co/j1EGewmR8G,narendramodi
311,You will enjoy reading these articles on how a new paradigm is bring created to further empowerment of women. These efforts cover diverse sectors and have ensured more dignity as well as opportunities for women. #8YearsOfWomenEmpowerment https://t.co/e2fJNznDRA,narendramodi
312,The gains in India’s StartUp sector are clearly reflected in the biotech sector too. I invite more youngsters to explore this sector and showcase their innovative skills. https://t.co/TiFSl6zFqj,narendramodi
313,"Our Government has successfully changed the mindset that only a few sectors can contribute to economic growth. 

The last 8 years have seen the rise of many new sectors which have captured the imagination of our youth. https://t.co/AzI7dpCkoo",narendramodi
314,"In the present times, the world is seeing India as a hub for biotech and the place where several opportunities are waiting to be harnessed. https://t.co/9qvNVVZZ2Z",narendramodi
315,Addressing the Biotech Startup Expo 2022. It will strengthen the Aatmanirbhar Bharat movement in the sector. https://t.co/GN0sv2PdRP,narendramodi
316,"??? ???? ??? ??????? ???? ????? ???-????? ?? ??? ??? ?? ????? ?? ?? ?????????? ????? ???? ??? ???? ????? ?? ??????? ?????? ????? ??? ?????? ?? ?? ??? ??????? ?? ?? ?????? ??? ?? ??????? ??????? ?? ????? ???? ???? ???

https://t.co/COreXLgY2h",narendramodi
317,"Proud of Manish Narwal and Rubina Francis for winning a Gold in the 10m Air Pistol Mixed event at #Chateauroux2022. 

Congratulations to them for this special win. Best wishes for their upcoming endeavours. https://t.co/wIppsJyreK",narendramodi
318,"At 10:30 AM tomorrow, 9th June, will be inaugurating the Biotech Startup Expo - 2022 at Pragati Maidan. This 2-day programme brings together stakeholders from the sector with an aim to strengthen the movement of building an Aatmanirbhar Bharat.",narendramodi
319,Was happy to receive Foreign Minister Hossein Amirabdollahian for a useful discussion on further development of Centuries-old civilizational links between India and Iran. Our relations have mutually benefited both the countries and have promoted regional security and prosperity. https://t.co/Ef5Sbtj7Gb,narendramodi
320,"Healthcare is among our key focus areas. The last 8 years have been about augmenting health infrastructure, ensuring affordable and quality healthcare access to every Indian, and integrating technology with this sector. #8YearsOfHealthyIndia https://t.co/RNicq6LnM6",narendramodi
321,"The coming years will belong to those who have invested in healthcare. 

I am proud of the work our government has done to strengthen the healthcare sector in India. #8YearsOfHealthyIndia https://t.co/ECDGsx7QIK",narendramodi
322,"??-?? ?? ?????? ???? ???? ?????? ?? ???? ?????? ??? ???????? ???? ?? ???? ?? ???? ?????? ?? ?? ?????? ???????????????? ?? ???? ????? ??????? ?? ??? ?? ?? ??? ?? ?? ??, ?? ?? ???? ?????? ?? ??? ?? ????? ??? ??? #8YearsOfHealthyIndia https://t.co/wQqv0DIjhb",narendramodi
323,"Greetings to everyone, especially my Kashmiri Pandit sisters and brothers on Jyeshtha Ashtami. We pray to Mata Kheer Bhawani for everyone’s well-being and prosperity.",narendramodi
324,Proud of Sriharsha Devaraddi for wining the Gold. His determination is truly motivating. Best wishes for his future endeavours. https://t.co/z9g42AHng3,narendramodi
325,Congratulations @AvaniLekhara for this historic accomplishment. May you keep scaling newer heights of success and inspiring others. My best wishes. https://t.co/V5jb5AMzlV,narendramodi
326,Met @BJP4Telangana corporators in GHMC and other Party leaders from Telangana. We had wide-ranging discussions on how to focus on community service endeavours and help people at the grassroots. BJP will work for good governance and ending dynastic misrule in Telangana. https://t.co/y0Xt3sWz40,narendramodi
327,An extensive thread on how ‘Ease of Living’ has been furthered in the last 8 years. #8YearsOfAspirationalMiddleClass https://t.co/FYR0p2aXLN,narendramodi
328,Here is a set of informative articles on how the Government of India has worked towards fulfilling the dreams of our middle class. #8YearsOfAspirationalMiddleClass https://t.co/lz2XxN3oLz,narendramodi
329,"8 ?????? ?? ????? ??? ?????? ???????????????? ?? ??????? ??? ??? ????? ???? ??, ?? ???? ?????? ?? ???? ?? ????????? ???? ??? ??????, ???? ?????, ??? ???????????????? ??? ????????? ?? ??????? ?? ??? ?? ?? ???? ??? ????? ?? ???? ?? ??????? ?? ?? ??? ??? ??? ??? #8YearsOfInfraGati https://t.co/TMvBTudNtd",narendramodi
330,"Better air connectivity. 

More cities with metro transport. 

Record push for infra. 

Modernising railways. 

Here’s a glimpse of how India is building next gen infra for our people. #8YearsOfInfraGati 

https://t.co/v3PeI05IiO",narendramodi
331,Our faith is in India’s youth and their ability to propel our nation to new heights of progress. https://t.co/tGsLEyDEex,narendramodi
332,Here are some instances of how India has focused on simplifying processes to encourage wealth creation. https://t.co/EwCb2QuYyf,narendramodi
333,Pioneering reforms backed by proper implementation give great results. https://t.co/ncpWEAVnG7,narendramodi
334,"Policies cannot only be government-centric. We have seen the pitfalls of this approach for decades.

Our Government has always followed a people-centric approach to development. This has led to several gains for upcoming entrepreneurs. https://t.co/1P6HdVyG51",narendramodi
335,Addressing the Iconic Week Celebrations being organised by @FinMinIndia and @MCA21India. https://t.co/knFcV1x8SF,narendramodi
336,"At 10:30 AM today will be addressing the programme organised by @FinMinIndia, where the Jan Samarth Portal for credit linked government schemes would be launched. A digital exhibition on Azadi Ka Amrit Mahotsav will be launched too. https://t.co/ZQ0UyZpMsy",narendramodi
337,My remarks at Rotary International Convention 2022 in Houston. https://t.co/HAmyHK8ywA,narendramodi
338,"On #WorldEnvironmentDay, let us pledge to make 'LiFE – Lifestyle For Environment' a global mass movement. https://t.co/prxaGXf9R9",narendramodi
339,"?? ???????? ???? ?? ??? ??? ?? ?? ?? ??????? ????? ?? ??? ???? ?? ? ???? ??????? ??? 10 ??????? ?????? ????????? ?? ?????? ?? ??????? ?? ???? ??, ????? ?? ?????? ?? ?? ??? ?? 5 ????? ???? ????? ??? ??? https://t.co/xX2C9HQveu",narendramodi
340,??? ??? ???? ?????? ??? ???? ???? ????? ????? ???? ???? ??? ??? ??? https://t.co/q5UdgSwruM,narendramodi
341,???? ?? ?????? ??? ??? ?? ?????? ?? ????? ???? ???? ?? ??? ?????? ??? ???? ??? ?????? ?? ????? ?? ??? ???? ???? ?????? ????? ?? ???? ???? ??… https://t.co/Hj0o1fRvpC,narendramodi
342,"???? ???????? ?? ???? ??? ?? ????????? ?????? ?? ??? ? ???? ??? ?? ???? ??? ?? ??? ??, ????? ??????? ?????? ?? ?? ??? ???? ??? ???

???????? ????? ?? ???? ?? ?????? ???????? ??? ???? ????? 8 ??? ?? ?? ??????? ?? ??? ???, ??? ??? ???? ?? ???? ??? ?? ???????? ??????? ?? ????? ??? https://t.co/DHhnFQNmZh",narendramodi
343,Speaking at a programme on ‘Save Soil Movement’. @cpsavesoil https://t.co/YRYC1vWEsw,narendramodi
344,"Birthday greetings to UP’s dynamic Chief Minister @myogiadityanath Ji. Under his able leadership, the state has scaled new heights of progress. He has ensured pro-people governance to the people of the state. Praying for his long and healthy life in service of the people.",narendramodi
345,"Tomorrow, 5th June is marked as #WorldEnvironmentDay. At 6 PM, the LiFE global movement will be launched. This movement seeks to encourage practices that further sustainable living and environmentally friendly development. https://t.co/0Uqipvn9Xl",narendramodi
346,"Looking forward to attending the session on crafting a #ConsciousPlanet with @SadhguruJV at 11 AM tomorrow, 5th June. https://t.co/RD1eeLkD3z",narendramodi
347,Sharing highlights from yesterday’s visit to Lucknow and Kanpur Dehat. https://t.co/AA5aR4Wsob,narendramodi
348,"Inspired by the Mantra of ‘Sabka Saath, Sabka Vikas, Sabka Vishwas and Sabka Prayas’ our Government has made a series of efforts to boost pro-people governance which helps the poor, youth, farmers, women and the marginalised. #8YearsOfSushasan https://t.co/Ug8tDHJcc2",narendramodi
349,"This article on the NaMo App highlights a series of reforms in the defence sector including focus on indigenisation, making of defence corridors, boosting defence exports and more. #8YearsOfSushasan 

https://t.co/qJOEO7N4Cg",narendramodi
350,"Ours is a Government which cares for each and every Indian. We are driven by a people-centric and humanitarian approach. #8YearsOfSushasan 

https://t.co/9deeGMTAPU",narendramodi
351,"130 crore Indians have decided that they will make India Aatmanirbhar. Our push for self-reliance is driven by a vision of contributing to global prosperity. #8YearsOfSushasan 

https://t.co/PWmHD5kUEd",narendramodi
352,"I am humbled by Rashtrapati Ji’s special gesture. It shows his humility, simplicity and greatness.  When I expressed gratitude and wanted to know why he did this, he instantly said - you have come to my village, it is a part of our culture to do so! @rashtrapatibhvn https://t.co/hzGR4p8orj",narendramodi
353,"Visited Milan Kendra, the ancestral home of Rashtrapati Ji which later became a community centre.

@rashtrapatibhvn https://t.co/iF4Z3uaAUV",narendramodi
354,Paid tributes to Dr. Ambedkar at Paraunkh. https://t.co/uW2FoUyHLp,narendramodi
355,"The Pathri Mata Mandir is closely associated with Rashtrapati Ji’s father. 

Felt blessed to pray there along with Rashtrapati Ji and his family. @rashtrapatibhvn https://t.co/3iMA4i8lTd",narendramodi
356,"????? ????? ?? ?????? ?? ?? ???? ?? ???? ??? ???? ??? ???? ?? ???? ??????? ?? ??????????, ????????????, ???????? ?? ??????????? ?? ???? ??? ????? ?? ????????? ??, ?? ??????? ?? ????, ????? ?? ??????? ??? ????????? ?? ??? ????? ?? ????? ??? https://t.co/WqGHJ5f7h1",narendramodi
357,"????? ?? ???-??? ????? ???? ?? ????? ?? ?? ????? ?? ??? ?? ??? ?????? ????, ?? ?? ???? ?? ??? ?? ?? ?? ?????? ??? https://t.co/Ri5GW1u5zM",narendramodi
358,"????? ?? ?????? ?? ?????????? ?? ?? ?? ??????? ???? ???, ???? ?????? ?? ???? ?????? ?? ??? ??? 

@rashtrapatibhvn https://t.co/ZlTj4oWPpp",narendramodi
359,India’s digital revolution has powered many changes… https://t.co/CIgdlkt2e2,narendramodi
360,The double engine government has worked well for UP. Several sectors have flourished due to this. https://t.co/GjmPRzOZQo,narendramodi
361,"In the last 8 years we have focused on reforms such as:

One Nation-One Tax. 

One Nation-One Grid. 

One Nation-One Mobility Card. 

One Nation-One Ration Card. https://t.co/ol3WbAjdDk",narendramodi
362,"India is drawing record investment, which is creating many opportunities and benefitting our youth. https://t.co/Ck2ldsN2Yp",narendramodi
363,Delighted to be in Paraunkh with Rashtrapati Ji. Addressing a programme. https://t.co/p0ctKFOrmy,narendramodi
364,"????? ???-????? ?? ??????? ?? ??-??????? ??? ???????? ?? ??? ????? ????? ???? ??? ?? ????????? ??? ????-????? ????? ?? ???? ??????? ??? ????? ?? ?? ??????? ???? ?? ???? ???? ??????, ???? ????? ????? ?? ???? e-NAM ?? ??? ???? ??????? ???, ????? ?????????? ?? ?? ???? ???? ??? https://t.co/uATXKFZnbO",narendramodi
365,??? ?? ?????????? ?? ????????? ?? ???? ?????? ?? ????? ???? ??? ??? ??? ??? ?? ????? ?? ?? ??????? ??? ???? ?????? ????? ?? ????? ???????? ???? ??? ?? ????? ????? ???-????? ?? ??????-????? ?? ?? ?????? ?? ?? ???? ???? ??????? ??? ?? ?? ????? ??? ?? ??? ??? #8YearsOfKisanKalyan https://t.co/rRvqKCcQvz,narendramodi
366,"From animal husbandry to fisheries, forestry to the sweet revolution, our Government has made numerous efforts to boost income of farmers through allied activities. #8yearsOfKisanKalyan https://t.co/McigpKwYfZ",narendramodi
367,Speaking at the Ground Breaking Ceremony @ 3.0 of UP Investors Summit in Lucknow. https://t.co/eYenbF3oIV,narendramodi
368,Congratulations to Uttarakhand’s dynamic CM @pushkardhami for the record win from Champawat. I am confident he will work even harder for the progress of Uttarakhand. I thank the people of Champawat for placing their faith in BJP and laud our Karyakartas for their hardwork.,narendramodi
369,"Lifestyle for Environment (LIFE). 

It is World Bicycle Day today and who better than Mahatma Gandhi to take inspiration from to lead a sustainable and healthy lifestyle. https://t.co/r6hclQGjkd",narendramodi
370,"In the last five years, Uttar Pradesh has made numerous efforts to draw record investment in the state. These investments cover diverse sectors. The good business environment in the state augurs well for both investors and the local youth.",narendramodi
371,"Leaving for Lucknow, where I will take part in the Ground Breaking Ceremony @ 3.0 of the UP Investors Summit. The foundation stone for various investment projects will be laid which will transform the lives of people in UP. https://t.co/lf4iRozwph",narendramodi
372,"Was pleased to meet Deputy PM &amp; Defence Minister of Israel H.E. Benjamin Gantz @gantzbe. As we  mark 30 years of full diplomatic relations between India and Israel, our defence cooperation is expanding and diversifying to include joint research, development and production. https://t.co/psZzhbXCJc",narendramodi
373,Wishing Congress President Smt. Sonia Gandhi Ji a speedy recovery from COVID-19.,narendramodi
374,We take great pride in our glorious culture and we are humbled to have got the opportunity to work for it’s preservation as well as celebration. #8YearsOfPreservingCulture https://t.co/20tvS2MzIz,narendramodi
375,"This year we mark Azadi Ka Amrit Mahotsav, an occasion to pay tributes to our freedom fighters. This article on the NaMo App’s Vikas Yatra section gives you a glimpse of how India is remembering the greats who built our nation. 
#8YearsOfPreservingCulture 
https://t.co/w10LmzcDpH",narendramodi
376,"??????? ???????? ???????? ?????????, ?? ???????? ????, ????? ?????? ????????????. ??????? ??? ???????, ?????????????? ?????????? ???? ?????????? ??????? ??????? ??????. ?????? ????????? ???????? ???????? ??????? ????????. ???????? ????? ??????????? ???? ??????????????????.",narendramodi
377,Greetings to my sisters and brothers of Telangana on the states’s Formation Day. People of Telangana are synonymous with hardwork and unparalleled dedication to national progress. The culture of the state is world renowned. I pray for the well-being of the people of Telangana.,narendramodi
378,Anguished by the passing away of the distinguished INA Veteran from Malaysia Anjalai Ponnusamy Ji. We will always remember her courage and inspiring role in India’s freedom movement. Condolences to her family and friends.,narendramodi
379,"Glad to have met boxers @nikhat_zareen, @BoxerMoun and Parveen Hooda who made India proud at the Women's World Boxing Championship. We had excellent conversations on their life journeys including passion towards sports and life beyond it. Best wishes for their future endeavours. https://t.co/m288pKZ7LO",narendramodi
380,"Powered by the principle of ‘Reform, Perform and Transform’, there have been many gains in ‘Ease of Doing Business.’ These gains particularly benefit the youth of India and give wings to their aspirations of becoming wealth creators. #8YearsOfEODB https://t.co/c4EC2h1Ete",narendramodi
381,"???? 8 ?????? ??? ???? ????? ?? ????????? ??? ????? ?? ??? ???-??? ???? ????? ??? ??????? ?? ??????? ??? ????? ?? ???? ?? ?? ?????????? ?? ?? ??? ??? ?? ?????? ?? ?? ????? ??????? ??????, ????? ?? ??????? ?? ???? ???? ??? ?? ?? ?? ??? ?? ?????? ??? ???-????? ?????? ?? ??? ???? https://t.co/zFc1wEAH3v",narendramodi
382,"Birthday wishes to Union Minister Shri @mansukhmandviya Ji. He’s making great efforts to further strengthen our health, chemicals and fertilisers sectors. Prayers for his long and healthy life.",narendramodi
383,Saddened by the untimely demise of noted singer Krishnakumar Kunnath popularly known as KK. His songs reflected a wide range of emotions as struck a chord with people of all age groups. We will always remember him through his songs. Condolences to his family and fans. Om Shanti.,narendramodi
384,"Earlier today, attended the Defence Investiture Ceremony where Gallantry Awards were conferred. https://t.co/1SYfBnY0fc",narendramodi
385,"Humbled by the affection in Himachal Pradesh. It is always a delight to be back in this beautiful state. 

Here are highlights from today. https://t.co/80TgAIiNzx",narendramodi
386,"???? 8 ?????? ?? ???????? ?? ?? ????? ???? ???, ???? ??? ???? ??????? ?? ??? ??? ???? ??????????? ?? ???????? ?? ??? ??? ?? ?????? ????? ????? https://t.co/orzfIEx58l",narendramodi
387,"???? 21??? ??? ?? ????? ???? ?? ???, ??? ???? ???????? ?? ??????? ?????? ?? ??? ??? ???? ??? ?? ??? ????, ????? ????? ???? ????, ????? ???????? ??? https://t.co/W6V5hA2UbU",narendramodi
388,"?? ??? ???? ????? ?? ??? ????, ?? ???? ?? ????? ?? ??? ??? ?? ??? ???? ???? ??-??????? ???, ??-??????? ???????? ?? ???????? ?? ????? ????? ??, ??????????? ?? ???????? ?? ???? ???? ??? https://t.co/iXmfgJ5xUK",narendramodi
389,"??? ?? ???? ???? ?? ?? ???? ??? ?? ??? ??? ??? ??? ?????? ???? ??, ??? ?? ????? ????? ?? ??? ????? ?? ?????? ??? https://t.co/pflUaVEfUi",narendramodi
390,"?????? ??? ??, ????? ????? ????? ?? ??? ?????? ?? ??? ?????? ????????? ?????, ????? ?????? ????? ???? ??? ???????? ?? ???? Permanent ??? ???? ??? ??, ?? ???? Permanent Solution ???? ?? ?????? ?? ??? ???? https://t.co/RD75Fr32QW",narendramodi
391,"?? ??? 2014 ?? ???? ?? ????? ?? ??? ???? ?? ?? ?? ????????? ?? ?????, ?? ??? ???? ?? ?? ??? ?? ????? ???? ??? ?? ???? ??? https://t.co/yeQsxEDb1K",narendramodi
392,"??? ????? ?? ????? 130 ????? ?????????? ?? ?????? ?? ?? ????? ???? ??? ?????? ?? ????? ?? ??? ?? ?? ?????? ???? ?? ??? ??? ???? ?? ???? ???, ??? ?? ??? ??? ???? ???? ???? https://t.co/2VtLY98ION",narendramodi
393,Addressing 'Garib Kalyan Sammelan' in Shimla. Watch. https://t.co/XEekMT4DYQ,narendramodi
