,Tweet,Username
482,Met former PMs @AbeShinzo and Yoshiro Mori. We had wonderful discussions on various topics. The Japan-India association is playing a commendable role in boosting ties between our nations. https://t.co/sBcNTOPguP,narendramodi
483,Glad to have met former PM @sugawitter in Tokyo. https://t.co/9zdyWIBb8n,narendramodi
484,Birthday greetings to Kerala CM Shri @pinarayivijayan Ji. Praying for his long and healthy life.,narendramodi
485,"India’s Comprehensive Strategic Partnership with Australia is robust and benefits not only the people of our nations but also the world. 

Was delighted to meet PM @AlboMP and take stock of bilateral ties. We discussed ways to add even greater momentum across key sectors. https://t.co/8J9tqqAdu9",narendramodi
486,"Had a productive meeting with @POTUS @JoeBiden. Today’s discussions were wide-ranging and covered multiple aspects of India-USA ties including trade, investment, defence as well as people-to-people linkages. https://t.co/kUcylf6xXp",narendramodi
487,"My message on the launch of the Quad Fellowship, which will benefit our youth. https://t.co/CMlM8Tiu6a",narendramodi
488,"With fellow Quad leaders PM @AlboMP, @POTUS @JoeBiden and PM @kishida230. https://t.co/kwxhbV7EGh",narendramodi
489,My remarks at the Quad Leaders Meeting in Tokyo. https://t.co/WzN5lC8J4v,narendramodi
490,"A warm welcome by the Indian community, meetings with business leaders, IPEF launch and a vibrant community programme…sharing highlights from Day 1 of my Japan visit. https://t.co/gK8OKmjkKT",narendramodi
491,"??? ????? ??? ?? ????? ?? ?? ??????? ??? ???? ?? ?????? ??? ???, ?? ???? ???? ???? ????? 130 ????? ???????? ??? ?? ?????? ?? ??????????? ?? ??? ??? ??, ???? ??? ?? ???????? ?? ?????? ?? ????? ??????? ???? https://t.co/JOAWBMLUzD",narendramodi
492,"???? 8 ?????? ??? ???? ?? Strong, Resilient ?? Responsible Democracy ?? ????? ???? ??? ???? ?? Democratic Process ?? ?? ???? ?? ???? ??? ?? ???? ??? ???, ?? ???? ??? ???? ?????? ?? ?? ???? ???? ??? https://t.co/gMB47jCnOa",narendramodi
493,My request to the people of Japan… https://t.co/anZEfPomVK,narendramodi
494,"Here is how India is helping fight climate change, create disaster resilient infrastructure and strengthen global prosperity. https://t.co/ZltoCotPzj",narendramodi
495,The teachings of Lord Buddha are more relevant than ever before. They can help mitigate several global challenges. https://t.co/RTJVn5Z922,narendramodi
496,India and Japan are natural partners. https://t.co/P3AsXBCIek,narendramodi
497,"Took part in the programme to launch of the Indo-Pacific Economic Framework (IPEF), which will play a key role in furthering growth in the Indo-Pacific region. https://t.co/IbJ372I7SX",narendramodi
498,Met top business CEOs and highlighted the numerous investment opportunities in India. https://t.co/b5cZlMcRq6,narendramodi
499,Grateful to the Indian community in Japan for their warm reception. Addressing a programme in Tokyo. https://t.co/IQrbSvVrns,narendramodi
500,"Met top business leaders in Tokyo. Our conversations focussed on diverse topics ranging from innovation to investments, tech to textiles, reforms to StartUps. There is great enthusiasm towards India and there is great appreciation for the entrepreneurial skills of India’s youth. https://t.co/5jSMehWjtv",narendramodi
501,??????????????????????????????????????????????????????????????????????????????????????????????????????????? https://t.co/qxVgeKDdnw,narendramodi
502,"I have had the opportunity of regularly interacting with the Japanese people since my days as Gujarat CM. Japan’s developmental strides have always been admirable. Japan is partnering India in key sectors including infrastructure, technology, innovation, start-ups and more.",narendramodi
503,Delighted that the entire team of ASHA workers have been conferred the @WHO Director-General’s Global Health Leaders’ Award. Congratulations to all ASHA workers. They are at the forefront of ensuring a healthy India. Their dedication and determination is admirable. https://t.co/o8VO283JQL,narendramodi
504,"Closer India-Japan cooperation is vital in the post-COVID world. Our nations are firmly committed to democratic values. Together, we are key pillars of a stable and secure Indo-Pacific region. I am equally glad that we are working closely in various multilateral forums as well.",narendramodi
505,"Penned an op-ed on the vibrant relations between India and Japan. Ours is a partnership for peace, stability and prosperity. I trace the journey of our special friendship which completes 70 glorious years. @Yomiuri_Online 
https://t.co/nXx8y3qiQL",narendramodi
506,Japan’s Indian community has made pioneering contributions in different fields. They have also remained connected with their roots in India. I thank the Indian diaspora in Japan for the warm welcome. https://t.co/cfMCzM4XVf,narendramodi
507,????????????????????????????????????????????????????????????????????????????????? https://t.co/zCJHWzjHcV,narendramodi
508,"Landed in Tokyo. Will be taking part in various programmes during this visit including the Quad Summit, meeting fellow Quad leaders, interacting with Japanese business leaders and the vibrant Indian diaspora. https://t.co/ngOs7EAKnU",narendramodi
509,??????????????????????????????????????????????????????????????????????????????????????? https://t.co/G8YzaR6i2h,narendramodi
510,I’ve been getting numerous inputs for the #MannKiBaat programme next week. Happy to see youngsters share their views in large numbers. Here is a booklet on last month’s episode containing interesting articles on the topics discussed. https://t.co/ze3946Stwm,narendramodi
511,"Just 2 months ago, in March, I had the honour of hosting PM @kishida230 in India. I am confident this visit will enhance the India-Japan Special Strategic and Global Partnership. I will also be interacting with Japanese business leaders and the Indian community there.",narendramodi
512,"I look forward to meeting @POTUS @JoeBiden, PM @kishida230 and newly elected Australian PM @AlboMP. Our interactions will give us the opportunity to discuss bilateral relations between our respective nations and ways to further deepen developmental cooperation.",narendramodi
513,"This evening, I will be leaving for Japan to take part in the second in-person Quad Summit. The Quad leaders will once again have the opportunity to discuss the various Quad initiatives and other issues of mutual interest. https://t.co/xTSH2sTYI1",narendramodi
514,My remarks on 80th birthday celebration of Sri Ganapaty Sachchidananda Swamy Ji. https://t.co/q6FYyFs74A,narendramodi
515,"Interacted with our badminton champions, who shared their experiences from the Thomas Cup and Uber Cup. The players talked about different aspects of their game, life beyond badminton and more. India is proud of their accomplishments. https://t.co/sz1FrRTub8",narendramodi
516,"Congratulations @AlboMP for the victory of the Australian Labor Party, and your election as the Prime Minister! I look forward to working towards further strengthening our Comprehensive Strategic Partnership, and for shared priorities in the Indo-Pacific region.",narendramodi
517,"Ujjwala Yojana has helped crores of Indians, especially women. Today’s decision on Ujjwala subsidy will greatly ease family budgets. https://t.co/tHNKmoinHH",narendramodi
518,"It is always people first for us! 

Today’s decisions, especially the one relating to a significant drop in petrol and diesel prices will positively impact various sectors, provide relief to our citizens and further ‘Ease of Living.’ https://t.co/n0y5kiiJOh",narendramodi
519,It is due to our champions that this time’s Deaflympics have been the best for India! https://t.co/2ysax8DAE3,narendramodi
520,Some more glimpses from the interaction with our champions. https://t.co/JhtZb9rikH,narendramodi
521,I will never forget the interaction with our champions who have brought pride and glory for India at the Deaflympics. The athletes shared their experiences and I could see the passion and determination in them. My best wishes to all of them. https://t.co/k4dJvxj7d5,narendramodi
522,Looking forward to interacting with India’s contingent at the Deaflympics at 9:30 AM. The entire contingent has created history and brought smiles on the faces of every Indian.,narendramodi
523,"On his death anniversary, paying tributes to our former Prime Minister Shri Rajiv Gandhi.",narendramodi
524,????? ?? ?? ????? ??? ???? ??? ????? ????? ?? ?????? ??? ?? ????? ?? ?????? ?? ?????? ??? ??? ??? ????? ???-?????? ???????? ?? ?? ???? ??? ?? ???? ?? ????? ??? ????? ????? ?? ?????? ??? ??????? ??????? ???? ?? ???? ????? ??? ??????? ?? ???? ???,narendramodi
525,The NDA government is firmly focused on effective delivery and achieving saturation level coverage for key schemes. https://t.co/uMMQo79io4,narendramodi
526,"?? ????? ?? ??, ????? ???????? ?? ??????? ?? ??? ?? ??????? ?? ????????? ??? ???? ??? 

????? ?? ?? ?? ??? ??? ??? ?? ??? ????????? ???????? ?? ?? ??????? ??? ?????? ???? ?? ?? ?????? ?? ??? ???? ???? ???? ?? ??? ?? ????? ?? ?????? ?????? ???? ???? ??? https://t.co/1bzOzfBInF",narendramodi
527,"?? ????? ?????? ?? ????? ?????, ????? ????? ?? 8 ???? ???? ?? ??? ???? ?? ?? ???? ?????? ?? ??? ???, ????????? ?? ??? ???… https://t.co/710UlWFnW7",narendramodi
528,"For many decades, the poor and downtrodden had resigned to their fate. They thought nothing could change. But, 2014 came as a ray of hope and people now feel ours is a Government that can fulfil their aspirations. https://t.co/xbpjREDRfI",narendramodi
529,"The 21st century is vital for India and that is why, every @BJP4India Karyakarta must think of the way ahead for the next 25 years and work to achieve those dreams. https://t.co/tNZZDb4g23",narendramodi
530,Speaking at meeting of @BJP4India national office bearers being held in Jaipur. https://t.co/vyMl23nHxv,narendramodi
531,"At 10 AM, will be joining the meeting of @BJP4India national office bearers. I will also be sharing my thoughts during the programme.",narendramodi
532,Our boxers have made us proud! Congratulations to @nikhat_zareen for a fantastic Gold medal win at the Women's World Boxing Championship. I also congratulate Manisha Moun and Parveen Hooda for their Bronze medals in the same competition. https://t.co/dP7p59zQoS,narendramodi
533,Making the youth partners in building a new India! Addressing a Yuva Shivir in Vadodara. https://t.co/g50ph1NpSf,narendramodi
534,"Amendments to the National Policy on Biofuels, which have been approved by the Cabinet will encourage research in developing indigenous technologies, boost ‘Make in India’ and create employment opportunities. https://t.co/N9aRqrVRNn",narendramodi
535,"At 10:30 AM tomorrow, 19th May, I will address a Yuva Shivir organised by the Shree Swaminarayan Temple, Kundaldham and Shree Swaminarayan Temple Karelibaug in Vadodara. This forum is aimed at furthering youth participation in nation building endeavours.",narendramodi
536,"Had a productive Virtual Summit with PM Hun Sen of Cambodia. We reviewed our bilateral cooperation and also discussed global and regional issues. I congratulated Cambodia for assuming Chairmanship of @ASEAN, and assured India’s full support for its success.",narendramodi
537,"The tragedy in Morbi caused by a wall collapse is heart-rending. In this hour of grief, my thoughts are with the bereaved families. May the injured recover soon. Local authorities are providing all possible assistance to the affected.",narendramodi
538,Birthday greetings to our former PM and respected statesman Shri @H_D_Devegowda Ji. May Almighty bless him with a long and healthy life.,narendramodi
539,"Congrats to the Indian contingent for the best ever performance at the recently concluded Deaflympics! Every athlete of our contingent is an inspiration for our fellow citizens. 

I will be hosting the entire contingent at my residence on the morning of the 21st. https://t.co/LxwuQPsf5j",narendramodi
540,"My Nepal visit has further deepened India’s connect with an important neighbour. 

Sharing highlights from the fruitful visit… https://t.co/cgizsxsIqJ",narendramodi
541,Speaking at Silver Jubilee celebrations of @TRAI. https://t.co/a1DHeyFHoS,narendramodi
542,"At 11 AM today, I will address the programme marking TRAI’s silver jubilee celebrations. Will also launch a 5G Test Bed, which has been developed by leading institutions to support StartUps and others working on next-gen technologies. https://t.co/0kNuUKH2Pv",narendramodi
543,Had an extensive interaction with the Council of Ministers of the Uttar Pradesh government. We discussed a wide range of subjects relating to furthering good governance and ‘Ease of Living’ for the citizens. https://t.co/NdiYeVS05N,narendramodi
544,Prayed at the Mahaparinirvana Stupa in Kushinagar. Our Government is making numerous efforts to boost infrastructure in Kushinagar so that more tourists and pilgrims can come here. https://t.co/lWWFq8HCqs,narendramodi
545,"My Nepal visit on Buddha Purnima has been a special one. I would like to thank PM @SherBDeuba, the wonderful people and Government of Nepal for the affection. https://t.co/6gWUidwftR",narendramodi
546,Today’s meeting with PM @SherBDeuba was excellent. We discussed the full range of relations between India and Nepal. Key MoUs were signed which will diversify and deepen cooperation. https://t.co/UzchwOqCZp,narendramodi
547,"???????? ???????????? ????, ?? ????????? ???? ? ???????? ????? ????? ?????? ???? ?????????? ????? ???????? ???? ????? ??????? ?????? ? ???? ???????? ??? ?? ???????? ???????? https://t.co/Nf99AF6kTE",narendramodi
548,???????? ????? ????????? ????? ??????? ?????????? ?????? ?? ????????? ????? ???? ??????? ???? ? ???????? ?????  ? ?????????? ???????????? ???? ?????????? ??????? ?????? PM @SherBDeuba ??? ?? ????????? ????????? ???? ?????? ?????????? ????? ????? ??? https://t.co/y3CJszZ7wL,narendramodi
549,"Connected by the noble thread of Buddhism, India and Nepal are deepening cooperation in many spheres. https://t.co/DA5X4upYMd",narendramodi
550,Buddha Purnima is special and there is a central message behind this day… https://t.co/EAi0dBiPa0,narendramodi
551,"????? ??? ?? ??? ?? ??? ?? ????

????? ????? ?? ??? ?? ??????? ?? ???? https://t.co/6JhRfGRgh9",narendramodi
552,"???? ?? ????? ?? ???? ??????, ???? ????????, ???? ????? ?? ???? ????? ?? ????? ???? ???? ????? ??? ?? ????? ????? ?????? ????, ?? ???? ?? ??????? ??? ?? ???????? ??? ????? ????? ?? ????? ?????? ???? ???? https://t.co/s2EjKL6aw5",narendramodi
553,"Most importantly, the Centre will strengthen the shared bond of Buddhism between India and Nepal. It will also further popularise the teachings and noble ideals of Lord Buddha. https://t.co/BoUVg9S559",narendramodi
554,The India International Centre for Buddhist Culture and Heritage in the Lumbini Monastic Zone will be an important centre for learning and cultural exchanges between India and Nepal. Honoured to have performed the Shilanyas for the Centre with PM @SherBDeuba. https://t.co/zYH40wvYUW,narendramodi
555,Addressing a programme in Lumbini on the auspicious occasion of Buddha Purnima. https://t.co/Frs6jrcHIC,narendramodi
556,I feel blessed to have prayed at the Maya Devi Temple on Buddha Purnima. May Lord Buddha bless us all and make our planet peaceful and prosperous. https://t.co/hLJhZlHNL1,narendramodi
557,????? ?????????? ?????? ???????? ???????? ????????? ???? ?????? ???? ????? ????? ?? ? ????? ??????? ???? ????? ?????? ????? ? ?????? ?????? ????? ? ?????? ????????? ? https://t.co/UzQH2K9nYe,narendramodi
558,?????????? ?????? ???????? ???? ????????????? ???????? ??????? ??? ???????? @SherBDeuba https://t.co/Fr6dXr6Rh7,narendramodi
559,I would like to thank PM @SherBDeuba for the warm welcome in Lumbini. https://t.co/9rkmi2297o,narendramodi
560,Landed in Nepal. Happy to be among the wonderful people of Nepal on the special occasion of Buddha Purnima. Looking forward to the programmes in Lumbini.,narendramodi
561,????? ???????? ??? ????? ?????????? ????? ?????? ??????? ?????? ?????????? ??? ?????? ???? ?????? ?? ?????????? ???? ?????????????? ?????? ???? ????????? ???,narendramodi
562,Statehood Day greetings to my sisters and brothers of Sikkim. The people of Sikkim have distinguished themselves in diverse fields and are making rich contributions to national progress. May the people of the state be blessed with happiness and good health.,narendramodi
563,"On Buddha Purnima we recall the principles of Lord Buddha and reiterate our commitment to fulfil them. The thoughts of Lord Buddha can make our planet more peaceful, harmonious and sustainable.",narendramodi
564,"A special interaction with our badminton ?? champions, who have won the Thomas Cup and made 135 crore Indians proud. https://t.co/KdRYVscDAK",narendramodi
565,????????? ???????????? ?????? ??? ??????? ???? ???? @DrManikSaha2 ?? ????????? ??????? ???????? ???? ????? ???? ???? ????????? ??? ???????????? ?? ???? ???? ???? ????? ????????? ????????? ???????? ???? ??? ?????? ??????,narendramodi
566,The Indian badminton team has scripted history! The entire nation is elated by India winning the Thomas Cup! Congratulations to our accomplished team and best wishes to them for their future endeavours. This win will motivate so many upcoming sportspersons.,narendramodi
567,Congratulations to Shri @DrManikSaha2 on taking oath as Tripura’s CM. Best wishes to him for a fruitful tenure. I am confident he will add vigour to the development journey of Tripura which began in 2018.,narendramodi
568,"My best wishes to the Ruler of Abu Dhabi H.H. Sheikh Mohamed bin Zayed Al Nahyan on being elected as the new President of the UAE. I am confident that under his dynamic and visionary leadership, our Comprehensive Strategic Partnership will continue to deepen. @MohamedBinZayed",narendramodi
569,Extremely saddened by the loss of lives due to a tragic fire in Delhi. My thoughts are with the bereaved families. I wish the injured a speedy recovery.,narendramodi
570,???? ??????? ?? ?? ???? ?? ???????-?? ??????? ?? ??????? ?? ???? ?????????? ????? ?????? https://t.co/xzqPReS2N7,narendramodi
571,"The StartUp world has many new avenues to explore including clean energy, popularising traditional products, mobile gaming and more. https://t.co/lJ5stKPW0i",narendramodi
572,"From Atal Tinkering Labs to Hackathons, it’s been a great journey to institutionalise research and innovation in India. https://t.co/4SndAK2k8f",narendramodi
573,The beauty of StartUps is that they are about the future. Since 2014 we have focused on three things to add new energy to the sector. https://t.co/oJAf3QGepE,narendramodi
574,"From 2014 to 2022, we’ve come a long way when it comes to StartUps. https://t.co/8e7Qvghz1b",narendramodi
575,Madhya Pradesh Startup Policy will promote startup ecosystem and help nurture young entrepreneurs. https://t.co/ciC9gxCuWx,narendramodi
576,I am deeply saddened to know about the passing away of HH Sheikh Khalifa bin Zayed. He was a great statesman and visonary leader under whom India-UAE relations prospered. The heartfelt condolences of the people of India are with the people of UAE. May his soul rest in peace.,narendramodi
577,"I invite you all to share your inputs for this month’s #MannKiBaat, which will take place on the 29th. I look forward to your comments on the NaMo App and MyGov. You can also record your message on 1800-11-7800. https://t.co/eKdvf231bi",narendramodi
578,"At 7 PM today, will be launching the Madhya Pradesh Startup Policy and interacting with those from the Startup sector. I commend the MP Government for this effort to make the state a hub for enterprise. I urge all those from this ecosystem to join the programme this evening.",narendramodi
579,My remarks at the 2nd Global Covid Summit. https://t.co/8nKe1Dkbp8,narendramodi
580,??????? ?? ?????? ??????? ??? ??? ?????? ?????? ???? ???? ??. ??????? ????? ?? ?? ???????? ?? ?????? ??? ??? ??? ??? ?? ?? ???? ??? ???? ??????? ?? ????????? ?? ????? ???? ???? ?????????? ? ?????!,narendramodi
581,"???? ???? ?? ?? ???????? ???? ??-??????? ?????? ?? ??? ?? ??? ?????, ?????? ?????? ?? ?? ???? ??? ???, ????? ???????? ??? ?? ??????? ???? ???

?? ?? ??????? ??-??????? ???? ???? ??? ?? ????????? ?? ??????? ?????? ?? ???? ??, ???? ??? ??? ??? ???? ???? ??? https://t.co/Hz96zU3Zxa",narendramodi
582,Arunaben’s determination and tenacity are outstanding. I am impressed by the manner in which she has taken challenges head on and how she is ensuring her children receive good education. https://t.co/OZykM4RtCH,narendramodi
583,The schemes and development works of the Gujarat Government have helped Meenaben mitigate many challenges. I had a wonderful interaction with her earlier today… https://t.co/fQ2oA82I4Y,narendramodi
584,"Ayubbhai’s daughter has won the admiration of every Indian! 

I wish Ayubbhai’s entire family the very best for their future endeavours. https://t.co/9zHZCOKOCS",narendramodi
585,"'Utkarsh Samaroh' marks 100% saturation of key state government initiatives in Bharuch, Gujarat. https://t.co/6gsYxkLuVG",narendramodi
586,Prof Bhagirath Prasad Tripathi ‘Vagish Shastri’ made priceless contributions in making Sanskrit more popular among the youth using modern scientific methods. He was extremely knowledgeable and well-read. Pained by his demise. Condolences to his family and friends. Om Shanti.,narendramodi
587,Nurses play a vital role in keeping our planet healthy. Their dedication and compassion is exemplary. International Nurses Day is a day to reiterate our appreciation to all nursing staff for their exceptional work even in the most challenging of situations.,narendramodi
588,"At 10:30 AM tomorrow, 12th May, will address the ‘Utkarsh Samaroh’ via video conferencing. This programme is being held in Bharuch to mark the achievement of hundred percent saturation of four key state government schemes that ensure financial help to people.",narendramodi
589,"Today, on National Technology Day, we express gratitude to our brilliant scientists and their efforts that led to the successful Pokhran tests in 1998. We remember with pride the exemplary leadership of Atal Ji who showed outstanding political courage and statesmanship. https://t.co/QZXcNvm6Pe",narendramodi
590,Attended the ceremony in which Gallantry Awards and Distinguished Service Decorations were conferred. https://t.co/c3zVH5o13r,narendramodi
591,Our cultural world is poorer with the demise of Pandit Shivkumar Sharma Ji. He popularised the Santoor at a global level. His music will continue to enthral the coming generations. I fondly remember my interactions with him. Condolences to his family and admirers. Om Shanti.,narendramodi
592,I extend my heartfelt greetings and good wishes to ROK President @sukyeol__yoon as he commences his term in office today. I look forward to meeting him soon and working together to further strengthen and enrich the India-ROK ties.,narendramodi
593,"On this day in 1857 began the historic First War of Independence, which ignited a spirit of patriotism among our fellow citizens and contributed to the weakening of colonial rule. I pay homage to all those who were a part of the events of 1857 for their outstanding courage.",narendramodi
594,????? ?? ??????? ?? ?????? ??????? ?????? ?? ???? ????? ?? ???? ???? ???? ???? ?? ?????? ?? ???? ?????????? ?? ??? ??????? ???? ??????,narendramodi
595,Tributes to the great Gopal Krishna Gokhale on his birth anniversary. His contribution to our freedom struggle is unforgettable. His unwavering commitment to democratic principles and social empowerment keeps motivating us.,narendramodi
596,"I bow to Gurudev Tagore on his Jayanti. In thought and action, he continues to inspire millions of people. He taught us to be proud of our nation, culture and ethos. He emphasised on education, learning and social empowerment. We are committed to fulfilling his vision for India. https://t.co/O4iuz10iP4",narendramodi
597,??. ??? ????? ?? ?????????? ???? ??????? ??? ???? ???? ? ????????? ??????? ???? ?????? ?????? ??????? ???????? ????? ??? ? ?????? ????????? ????? ????? ??? ?????? ????? ?????????? ???? ?????? ????? ??????? ??? ???? ? ????? ??????? ?????? ? ?????? ? ??????????? ???????? ?? ??????,narendramodi
598,"Dr. Rajat Kumar Kar was a doyen of the cultural world. His multifaceted persona was seen in the manner in which he chronicled the Rath Yatra, wrote on diverse topics and worked to revive Pala art. Saddened by his passing away. Condolences to his family and admirers. Om Shanti. https://t.co/PX7qFfQsfd",narendramodi
599,"A special competition that celebrates the creativity of our youth. 

Do take part in this contest! https://t.co/IzfxSwWr8a",narendramodi
600,Addressing the inaugural ceremony of JITO Connect. https://t.co/riJAGJcZnf,narendramodi
601,Chaired a high level meet to review the situation in the wake of the heat wave conditions and take stock of monsoon preparedness in different parts of the country. https://t.co/QrsYW0JVsj,narendramodi
602,"At 10:30 AM tomorrow, 6th May, will address the inaugural ceremony of JITO Connect. This platform, organised by the Jain International Trade Organisation (JITO), will bring together young businesspersons who are doing work in different fields.",narendramodi
603,India cherishes it's friendship with Israel. https://t.co/XBoO1yPtbK,narendramodi
604,Thank you President @SE_Rajoelina. The challenges faced by Island States due to climate change are a key focus of our efforts under the CDRI initiative to create resilient infrastructure. https://t.co/iMmULZhf0o,narendramodi
605,Birthday greetings to Haryana CM @mlkhattar Ji. He is working assiduously for the progress of Haryana and empowering its people. May he lead a long and healthy life.,narendramodi
606,My visit to France was brief but a very fruitful one. President @EmmanuelMacron and I got the opportunity to discuss various subjects. I thank him and the French Government for the warm hospitality. https://t.co/pJCCvpvjao,narendramodi
607,"Ma visite en France a été brève mais fructueuse. Le Président @EmmanuelMacron et moi-même avons pu discuter de sujets variés. Je le remercie, ainsi que le Gouvernement français, pour leur hospitalité. https://t.co/Q4B7sCqok3",narendramodi
608,"Delighted, as always, to meet my friend President @EmmanuelMacron. We talked at length about bilateral as well as global issues. India and France are proud developmental partners with our partnership spread across different sectors. https://t.co/5Kjqcjf0tQ",narendramodi
609,"Je suis ravi, comme toujours, de voir mon ami @EmmanuelMacron. Nous avons longuement discuté de questions bilatérales et internationales. L'Inde et la France sont de fiers partenaires de développement, avec un partenariat concernant des secteurs variés. https://t.co/3Yx4E5iGAL",narendramodi
610,"Landed in Paris. France is one of India’s strongest partners, with our nations cooperating in diverse areas. ???? ???? https://t.co/NCxsFFOgjX",narendramodi
611,"Je viens d'atterrir à Paris. La France est l'un des principaux partenaires de l'Inde, avec une coopération entre nos nations dans des domaines divers. https://t.co/7lyPtAmnQ9",narendramodi
612,The India-Nordic Summit gave a great platform to discuss ways to boost ties with the Nordic nations. The bilateral meetings with Nordic leaders were also productive. I look forward to working with them in various sectors aimed at furthering prosperity.,narendramodi
613,"My Denmark visit has been excellently productive. The programmes covered different spheres ranging from diplomatic meetings, boosting cultural and commercial linkages and engagement with the Indian community. I thank PM Frederiksen, the Government and people of Denmark. @Statsmin",narendramodi
614,"The India-Nordic Summit will go a long way in boosting India’s ties with the region. Together, there is much that our nations can achieve and contribute to global prosperity and sustainable development. https://t.co/zNyiqrJFe3",narendramodi
615,"Today’s meeting with Finland @MarinSanna was very fruitful. There is immense potential in expanding the India-Finland digital partnership, trade partnership and investment linkages. We also discussed ways to deepen cultural ties between our nations. https://t.co/INQIroAUQx",narendramodi
616,"Päivän tapaaminen Suomen @MarinSanna kanssa oli erittäin antoisa. Intian ja Suomen välisen digitaalisen yhteistyön, kauppakumppanuuden sekä investointi yhteyksien laajentamiselle löytyy paljon potenttiaalia. Keskustelimme myös keinoista syventää maidemme välisiä kulttuurisuhteita https://t.co/EopjSACXEQ",narendramodi
617,"Glad to have met PM @katrinjak. We discussed India-Iceland relations, particularly our shared collaboration in healthcare, renewable energy, fisheries and more. https://t.co/kRtr2fZW9q",narendramodi
618,"Ánægjulegt að hafa hitt PM @katrinjak. Við ræddum samskipti Indlands og Íslands, sérstaklega sameiginlegt samstarf okkar í heilbrigðisþjónustu, endurnýjanlegri orku, sjávarútvegi og fleira. https://t.co/om6xcGuwqR",narendramodi
619,"Had a wonderful meeting with @SwedishPM Magdalena Andersson. We discussed ways to deepen bilateral cooperation in key sectors like security, IT, research and innovation. Strong ties between our nations will benefit our people. https://t.co/WtiCMljhJP",narendramodi
620,"Utmärkt möte med @SwedishPM Magdalena Andersson. Vi diskuterade sätt att fördjupa vårt bilaterala samarbete inom viktiga sektorer såsom säkerhet, IT, forskning och innovation. Starka band mellan våra nationer kommer gynna vårt folk. https://t.co/FmuqGy5I4s",narendramodi
621,"Had a productive meeting with PM @jonasgahrstore of Norway. Our talks included furthering cooperation in sectors such as the blue economy, clean energy, space, healthcare and more. Norway is a key pillar of India’s recently announced Arctic Policy. https://t.co/BsZVD2vb7V",narendramodi
622,"Vi hadde et produktivt møte med Norges statsminister @jonasgahrstore. Samtalene våre inkluderte blant annet å fremme samarbeid innen sektorer som blå økonomi, ren energi, romfart og helsetjenester mellom våre land . https://t.co/nG80UQ42xv",narendramodi
623,Today’s agenda includes the India-Nordic Summit and bilateral talks with Nordic leaders after which I will leave for Paris to hold talks with President @EmmanuelMacron.,narendramodi
624,"Productive talks with PM Frederiksen, a business summit to discuss economic linkages, a vibrant community programme to further people-to-people linkages and a meeting with Denmark’s Royal Family…here are yesterday’s highlights. 

@Statsmin https://t.co/PFHOn3Hvd7",narendramodi
625,My remarks at International Conference on Disaster Resilient Infrastructure. https://t.co/gZyZ7yfVrE,narendramodi
626,"Met Her Majesty, the Queen of the Kingdom of Denmark, Margrethe II in Copenhagen. https://t.co/YZkS1BJbIH",narendramodi
627,Dagens program i København blev gjort endnu mere specielt med deltagelse af statsminister Frederiksen. Jeg er hende taknemmelig for hendes venlige ord om Indien og det indiske samfund i Danmark.  @Statsmin https://t.co/Y8gOmRiMB8,narendramodi
628,Today’s programme in Copenhagen was made even more special by the participation of PM Frederiksen. I am grateful to her for her kind words on India and the Indian community in Denmark. @Statsmin https://t.co/W85JTBwYiU,narendramodi
629,?? ???? ???? ?? ????? ??… https://t.co/gEoGx4YwYC,narendramodi
630,"??????? Climate Action ?? ?? ?? ??????? ?????? ????? ???? ????? ?? ?? ??????? ??? ???? ??????? ???? ??????, ?? ?? ?? ?????? ?? ??? ??????? ????? ????? ?????? ?? LIFE ???? Lifestyle for Environment ?? ?????? ???? ?? ????? ???? ??? https://t.co/KGm8hQ7gy9",narendramodi
631,???? ?? ??? ????? ?? ????? ?? ???-??? Share and Care ?? Values ?? ???? ????? Global Challenges ?? ?????? ?? ??? ???? ?? ???????? ??? Invest ???? ???? ?????? ?? ??? ??? ??? https://t.co/mKpml94wPY,narendramodi
632,?? ?? ?? ???? ?? ???? ??????… https://t.co/aaTlG9uRUy,narendramodi
633,?????? ???????? ???? One World ?? ????? Concept ???????-??????? ?? ??????? ?? ???? ???? ??????? ??? 21??? ??? ?? ???? ?? ?????? ????? ?? ??? ??? Concept ?? ???? ??? ??? ??? ??? https://t.co/VZm1WBsCiq,narendramodi
634,Grateful to the Indian community in Denmark for their warm reception. Addressing a programme in Copenhagen. https://t.co/PCjwh3ZM9p,narendramodi
635,"Delighted to be among the Indian community of Denmark. 

Looking forward to addressing a community programme in Copenhagen shortly. https://t.co/vtw3waDCgJ",narendramodi
636,"India’s Green Strategic Partnership with Denmark is deeply valued. PM Frederiksen and I discussed how we can make this partnership even more effective. We also discussed cooperation in sectors such as renewable energy, ports, shipping, water management and more. @Statsmin https://t.co/ukMPYwMIkC",narendramodi
637,"Indiens Grønne Strategiske Partnerskab med Danmark er værdsat højt. Stm Mette Frederiksen og jeg drøftede  hvordan vi kan gøre partnerskabet endnu mere effektivt. Vi drøftede også samarbejde i sektorer, såsom vedvarende energi, havne, shipping, forvaltning af vand mv. @Statsmin https://t.co/KaFcQZrBFK",narendramodi
638,"Marienborg provided the perfect setting for productive discussions with PM Frederiksen. We had extensive deliberations on how to enhance India-Denmark relations. 
@Statsmin https://t.co/g7XnhBZLcp",narendramodi
